loss_total,loss_pde,loss_ic,loss_bc
2572.0935004736666,511.8792137031661,0.0014028795875566098,1.2696029078248623
14.657413441861811,0.21362753245378532,0.0008712364847501385,1.3588404543108135
13.14880243598513,0.011515993672235164,6.197768939869921e-05,1.3091160489934555
12.571915626265435,0.013821565089390739,0.00043309528649723125,1.2502374705531984
11.9847836218158,0.02037451181996464,0.002870813656529527,1.1880040249059447
11.36594220010682,0.025600092289667857,0.008061875240016714,1.1229879863418464
10.716269678481762,0.028036867993432846,0.016671619880944698,1.0559413718633652
10.035119749860828,0.02841863135625495,0.029358729838210508,0.9863667863241343
9.341208445035175,0.02782073039018086,0.04674639131885184,0.9155358401765419
8.641387841793874,0.02697478667879559,0.0693922287891397,0.8437121679610756
7.946530080264223,0.026251391855647892,0.09774932996728657,0.7717523791018697
7.266676522078953,0.025805209641306635,0.13214533726017005,0.700550513661225
6.608242286587225,0.025689913704702978,0.17275179158541248,0.6307040926478298
5.982446110171649,0.025913533435837452,0.21956262990492398,0.5633315813087537
5.392427772957584,0.0264541739275125,0.2723662020910313,0.49877907012289896
4.8463841241956125,0.027266957516636985,0.3307239592463225,0.4379325377366105
4.348089812882906,0.028283282951687472,0.3939386159878506,0.38127347821366175
3.901424255480726,0.029417798730648537,0.4610700444892736,0.32932652173382093
3.504061185054594,0.030571282948342278,0.5309338509309369,0.28202709193819453
3.1607837284295153,0.03165585304811355,0.6021186116842745,0.2400385851504673
2.8706998988577217,0.03255003075561775,0.6730869994213022,0.20348627456583307
2.624637521080529,0.03320995391578545,0.7421902356328609,0.17163975158687408
2.4155320591603777,0.03358266994205719,0.8078658390097826,0.1439752870440309
2.248541182429763,0.033666495391042724,0.8686441287835673,0.12115645766909819
2.1127476498802,0.03345333304991645,0.9233253812062222,0.10221556034243953
2.0070371285247735,0.032984091861865836,0.9709820670715931,0.08711346021438515
1.9164801918531655,0.032287885782361574,1.0110652353164835,0.07439755276248741
1.84412919452893,0.03140683935302832,1.043389305789477,0.06437056919743113
1.7812253598960304,0.03037698952013614,1.0680526638580257,0.056128774843732396
1.7286518474285404,0.029238323202301242,1.0855046258438446,0.04969556055731897
1.6816507868055979,0.028021396983261122,1.0962485697873252,0.04452952321019671
1.6364924641437193,0.026767948892417678,1.1009819697810375,0.040167074990059344
1.5965212727502869,0.025517190482128593,1.1004140832960285,0.036852123704361514
1.5608084324209262,0.024312716012977624,1.0952601204821504,0.03439847318738875
1.513427252489818,0.023197257659705595,1.0861975683368157,0.031124339585447438
1.476334492617689,0.02221437649669453,1.0737261932451356,0.02915364168890807
1.4337969807806168,0.021382645285032812,1.058349947858715,0.026853380649673783
1.3951795389523904,0.02074525092885728,1.0404686823398963,0.02509846019682077
3.18419153771954,0.308960375776773,0.9603837464168388,0.06790059124188366
1.620814328729772,0.014283987345819947,1.02330282171427,0.052609157028640226
1.5400627586237783,0.014788934854276022,1.0583829745468827,0.04077351098055154
1.481928334783295,0.015126271173272192,1.0675590999939724,0.033873787892296156
1.4176672322545192,0.015461277734849961,1.059378028689658,0.02809828148906115
1.3692729460524262,0.015899370022113474,1.0400173352624171,0.024975876067944176
1.3199823926473528,0.016496884959228873,1.0137208213572801,0.022377714649392824
1.2754224054504628,0.017270187499273473,0.9830174011488719,0.020605406680522347
1.8133336946737901,0.016033703322802732,0.9231415580915805,0.0810023619968196
1.5652981794637986,0.012560525948055179,1.033879711449919,0.046861583827360366
1.4513242274091083,0.013214043437272407,1.0636068498016766,0.03216471604210696
1.3713473824604987,0.013935265777441565,1.048365501585995,0.025330555198729596
1.2999958586199067,0.014982748540631686,1.0122394730879454,0.02128426428288028
1.2316913276299815,0.016350690085671058,0.9669745703693733,0.018296330683225285
1.1693288553032275,0.017987614931302902,0.917703823645336,0.016168695700137715
2.0577390078694537,0.011654607520357733,0.9294583596565174,0.10700076106111478
1.62538088056765,0.01309960654440941,1.1102608988178178,0.04496219490277851
1.4801035491836405,0.013273544588761777,1.1195724641522509,0.029416336208758075
1.359836075578935,0.013880493599707064,1.067625788455701,0.022280781912469863
1.256293678764015,0.015177111512585417,0.9969922605883348,0.018341586061275318
1.1599939846858447,0.017063002337446533,0.9211120008262897,0.01535669721723222
1.0796560451270527,0.02129572933774016,0.8452728506787686,0.012790454775958332
1.7616268300707316,0.012469830822996037,0.9863282170258387,0.07129494589299128
1.4273281534579767,0.013182998435455118,1.079274746215374,0.028213841506532708
1.2623735237034246,0.01432665491837648,1.0034743402819752,0.0187265908829567
1.1222357649373815,0.016559956945386416,0.8997653125928314,0.01396706676176181
1.0031180937612658,0.019491148587018,0.7961441029815699,0.010951824784460598
2.4936448787277623,0.03909450585670371,0.8566658200977133,0.14415065293465307
1.5005928363596237,0.013091618137405009,1.1178205421407286,0.03173142035318701
1.2721961806068327,0.013375031724327338,1.0215382013485703,0.018378282063662578
1.0863216266324094,0.015317353635666577,0.8810186922854042,0.012871616616867244
6.269253824240183,0.5337280871692289,0.5933444348967978,0.30072689534972397
1.4881666894737249,0.012853435979082756,1.0791373038446417,0.03447622057336695
1.2028840924391988,0.013613768383644535,0.9747329070463149,0.016008234347466115
0.9906797890457891,0.016204331753524155,0.8068430185111859,0.010281511176698246
0.8260291222105466,0.01926963513023125,0.6558692298255482,0.00738117167338421
1.8427053816428742,0.01570810676054767,0.9614889867857981,0.08026758610543377
1.2816742202477027,0.01461343854477846,1.023922092586711,0.018468493493709933
1.0236333149144283,0.015360745470656748,0.8402696682537574,0.010655991930738719
3.4905314410041726,0.012902550101169481,0.6020458465774331,0.2823972843920892
1.235709997958296,0.013114695229542324,0.9936102698727958,0.017652625193778863
0.9435748596481405,0.014783298919089742,0.7809970817701435,0.008866128328254827
0.7370752491146516,0.016890100681499022,0.5948315083780742,0.005779323732908225
1.6316441865038755,0.018426783281791898,0.8005050301247143,0.07390052399702018
0.9422287898280022,0.012761896582644192,0.788982207896254,0.008943709901852729
0.6980409847327855,0.014669652973159121,0.5735507259047945,0.005114199396219547
1.3021079889047495,0.016044037596760034,0.8315310423513083,0.0390356758569641
0.8048161064288413,0.01241398894945082,0.6801867622554673,0.006255939942611992
0.5872998717391209,0.01472181355035641,0.4696817033006914,0.004400910068664747
0.9561195785635844,0.010609593210011675,0.794979174232308,0.010809243828121807
0.6326847833868728,0.012009315297847153,0.5309995740621423,0.004163863283549484
4.052828411888147,0.13818260533477947,0.48525289907438446,0.28766624861398654
0.8470015708338301,0.011291623713133334,0.7213164514443486,0.006922700082381481
1.8637922612040212,0.0800191361851554,0.5377484674815708,0.09259481127966733
0.5651010181228734,0.009933554080469573,0.4780411674753705,0.0037392080245155033
1.3299464055965968,0.19586290174841392,0.29939644473017035,0.00512354521243567
0.8354408350824297,0.011686381980048717,0.7188498723195784,0.0058159052862607735
2.1660097507955274,0.1321207799931555,0.42815714322195775,0.10772487076077922
0.4662609336266871,0.00967075364736698,0.38530840033180247,0.0032598765058049696
3.007829445754468,0.1461811975698621,0.31736749110507645,0.19595559668000812
0.49935626816127493,0.010226772292220408,0.41676928152757675,0.003145312517259611
0.7698710949453306,0.024547919429608676,0.3738442600473949,0.027328723774989225
0.3416304433188846,0.01057461160297193,0.23850958141623624,0.005024780388778868
